source_file,service_code,line_name,vehicle_journey_code,line_ref,route_description,direction,scheduled_departure_time,operating_days,scheduled_duration_minutes,operating_day,calendar_date,hour,delay_minutes,synthetic_latitude,synthetic_longitude
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2143,SCMY:PC1033334:19:53,Queen Square - Crosby,outbound,08:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",45.0,Thursday,2025-09-04,8,9.56,53.43083593636282,-2.765002535317732
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ902,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,12:07:00,"Monday,Tuesday,Wednesday,Thursday,Friday",61.0,Tuesday,2025-12-09,12,0.96,53.4224863815768,-2.773772465423125
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ684,SCMY:PC1033334:15:20,Towerhill - Liverpool,inbound,07:16:00,Sunday,54.0,Sunday,2026-03-22,7,12.05,53.390015016676756,-2.8328423303510704
CH51-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_527_20260719-BODS_V1_1.xml,PC1033334:527,51,VJ751,SCMY:PC1033334:527:51,"Weston Grove, Shops - Chester Bus Interchange",inbound,09:19:00,Saturday,17.0,Saturday,2025-11-22,9,1.6,53.325513437734344,-2.8149137439265535
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2633,SCMY:PC1033334:106:82,Paradise St - Garston Speke RdR,inbound,08:22:00,"Monday,Tuesday,Wednesday,Thursday,Friday",46.0,Monday,2026-03-23,8,10.9,53.42579836922084,-2.9650711614382277
CH16-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_202_20260719-BODS_V1_1.xml,PC1033334:202,16,VJ466,SCMY:PC1033334:202:16,Chester - Saltney,inbound,14:58:00,Saturday,22.0,Saturday,2026-03-21,14,4.29,53.46119600779704,-2.902583243677357
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ788,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,22:02:00,"Monday,Tuesday,Wednesday,Thursday,Friday",30.0,Friday,2026-06-19,22,6.13,53.341072788639806,-2.749057438430871
771-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_469_20251023-BODS_V1_1.xml,PC1033334:469,771,VJ3572,SCMY:PC1033334:469:771,Tower Hill - Kirkby HS,inbound,15:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",35.0,Wednesday,2025-09-17,15,-0.5,53.32826108872703,-2.850752050459168
CH51-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_527_20260405-BODS_V1_1.xml,PC1033334:527,51,VJ900,SCMY:PC1033334:527:51,"Chester Interchange, Stand E - Weston Grove, Shops",outbound,14:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",11.0,Monday,2025-12-01,14,-0.87,53.46312659672669,-2.916412550174891
CH53-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_188_20260405-BODS_V1_1.xml,PC1033334:188,52,VJ527,SCMY:PC1033334:188:53,Chester Bus Interchange - Kingsway,outbound,12:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",13.0,Friday,2025-10-31,12,8.54,53.45855407054963,-2.9307137631783755
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ416,SCMY:PC1033334:196:1,Liverpool - Chester Railway Station,inbound,17:25:00,"Monday,Tuesday,Wednesday,Thursday,Friday",113.0,Thursday,2026-03-12,17,4.89,53.47859082470397,-2.966668220668227
97_97A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_384_20260103-BODS_V1_1.xml,PC1033334:384,97,VJ1578,SCMY:PC1033334:384:97,Kirkby Stn,outbound,09:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",26.0,Tuesday,2026-06-30,9,1.15,53.353240946534505,-2.7148832315063687
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2143,SCMY:PC1033334:19:53,Queen Square - Crosby,outbound,08:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",45.0,Thursday,2025-08-07,8,16.82,53.41907316051702,-2.856957433661176
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1351,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,21:25:00,Saturday,70.0,Saturday,2026-07-25,21,4.81,53.356409136131255,-2.7906868093414934
53-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_19_20260103-BODS_V1_1.xml,PC1033334:19,53,VJ2137,SCMY:PC1033334:19:53,Queen Square - Crosby,outbound,07:54:00,"Monday,Tuesday,Wednesday,Thursday,Friday",46.0,Tuesday,2026-04-28,7,3.88,53.4352090986683,-2.807458800793581
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2336,SCMY:PC1033334:12:17A,Liverpool - Kirkby Ind Est,outbound,21:57:00,"Monday,Tuesday,Wednesday,Thursday,Friday",57.0,Monday,2026-01-19,21,1.03,53.41144563529588,-2.9034244318990137
CH14-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_197_20260719-BODS_V1_1.xml,PC1033334:197,14,VJ1158,SCMY:PC1033334:197:14A,Chester - Blacon Parade,inbound,06:33:00,"Monday,Tuesday,Wednesday,Thursday,Friday",29.0,Tuesday,2025-11-18,6,0.68,53.38064153275364,-2.716093395410377
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3103,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,07:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",62.0,Monday,2025-08-18,7,4.97,53.438365610322585,-2.861291698561831
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2950,SCMY:PC1033334:5:10A,Liverpool - St Helens,outbound,17:47:00,Saturday,80.0,Saturday,2026-02-14,17,6.35,53.33122973770171,-2.757432780065072
86C-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_120_20260719-BODS_V1_1.xml,PC1033334:120,86,VJ1511,SCMY:PC1033334:120:86C,Liverpool ONE - Hope Uni,outbound,23:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Monday,2025-09-15,23,7.58,53.36599148624007,-2.660357830527232
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ373,SCMY:PC1033334:196:1,Liverpool - Chester Railway Station via Zoo,inbound,10:05:00,"Monday,Tuesday,Wednesday,Thursday,Friday",111.0,Thursday,2026-07-16,10,10.82,53.41312657600203,-2.909117182963085
19-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_14_20260103-BODS_V1_1.xml,PC1033334:14,19,VJ1033,SCMY:PC1033334:14:19,Liverpool - Kirkby,outbound,08:30:00,"Monday,Tuesday,Wednesday,Thursday,Friday",48.0,Wednesday,2026-06-24,8,7.58,53.40456963729189,-2.8259160067461786
41-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_186_20260329-BODS_V1_1.xml,PC1033334:186,41,VJ113,SCMY:PC1033334:186:42,Mill Park - Arrowe Park Hospital,inbound,10:12:00,"Monday,Tuesday,Wednesday,Thursday,Friday",77.0,Thursday,2026-05-28,10,3.16,53.45406421863949,-2.9396620622962626
CH84-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_535_20260719-BODS_V1_1.xml,PC1033334:535,84,VJ1376,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,11:48:00,"Monday,Tuesday,Wednesday,Thursday,Friday",86.0,Thursday,2026-01-01,11,-0.11,53.47061610951189,-2.7792509729021355
CH23-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_628_20260719-BODS_V1_1.xml,PC1033334:628,23,VJ199,SCMY:PC1033334:628:23,"Ellesmere Port - Neston, Brook Street",outbound,14:10:00,"Monday,Tuesday,Wednesday,Thursday,Friday",45.0,Tuesday,2025-10-28,14,-0.88,53.40688046061226,-2.9228183332412128
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ479,SCMY:PC1033334:196:1,Liverpool - Chester Railway Station via Zoo,inbound,11:25:00,Saturday,111.0,Saturday,2026-07-04,11,6.42,53.33994028414883,-2.78041609756655
10A-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_5_20260103-BODS_V1_1.xml,PC1033334:5,10A,VJ1444,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,16:23:00,"Monday,Tuesday,Wednesday,Thursday,Friday",94.0,Friday,2025-08-01,16,10.75,53.42350949386548,-2.8974677739234167
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2787,SCMY:PC1033334:5:10A,St Helens - Liverpool,inbound,05:53:00,"Monday,Tuesday,Wednesday,Thursday,Friday",67.0,Friday,2026-07-10,5,-0.93,53.40064446492505,-2.848659587913103
235-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_575_20260103-BODS_V1_1.xml,PC1033334:575,235,VJ3525,SCMY:PC1033334:575:235,"Bootle Bus Station, Stand 1 - Bootle Bus Station, Stand 1",outbound,09:22:00,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",56.0,Friday,2026-07-03,9,1.65,53.40292656216852,-2.8354361706966174
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1318,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,11:18:00,Saturday,102.0,Saturday,2026-07-11,11,-1.02,53.40484559532025,-2.8560275109961553
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ217,SCMY:PC1033334:14:19,Liverpool - Croxteth,outbound,23:36:00,"Monday,Tuesday,Wednesday,Thursday,Friday",36.0,Thursday,2026-06-18,23,2.03,53.372296181584446,-2.814165358749049
217-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_113_20260719-BODS_V1_1.xml,PC1033334:113,217,VJ2684,SCMY:PC1033334:113:217A,Huyton - Halewood,outbound,19:35:00,Saturday,26.0,Saturday,2025-10-04,19,0.64,53.419429547539565,-2.9350780060218766
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2750,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,18:38:00,"Monday,Tuesday,Wednesday,Thursday,Friday",35.0,Thursday,2026-04-30,18,48.18,53.39169253856792,-2.927108665492389
648-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_603_20260329-BODS_V1_1.xml,PC1033334:603,648,VJ803,SCMY:PC1033334:603:648,Hoylake Station - Our Lady Of Pity School,outbound,08:33:00,"Monday,Tuesday,Wednesday,Thursday,Friday",19.0,Monday,2026-01-26,8,5.92,53.35036649914908,-2.6639020792423964
ME14-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_3_20260719-BODS_V1_1.xml,PC1033334:3,14,VJ433,SCMY:PC1033334:3:14,Croxteth - Liverpool,inbound,07:45:00,"Monday,Tuesday,Wednesday,Thursday,Friday",50.0,Thursday,2026-07-02,7,2.18,53.384087453545554,-2.7833335735549003
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2701,SCMY:PC1033334:5:10A,Liverpool - St Helens,outbound,06:44:00,Sunday,68.0,Sunday,2025-08-24,6,-0.06,53.358546542556304,-2.9191040957803627
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ1169,SCMY:PC1033334:15:20,Towerhill - Liverpool,inbound,16:02:00,Saturday,63.0,Saturday,2026-02-21,16,12.6,53.44785107531249,-2.8609342437811405
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3133,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,09:37:00,"Monday,Tuesday,Wednesday,Thursday,Friday",57.0,Wednesday,2026-03-25,9,2.4,53.34467395231374,-2.950063982025456
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3173,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,12:07:00,"Monday,Tuesday,Wednesday,Thursday,Friday",58.0,Monday,2026-05-11,12,8.67,53.461775841886485,-2.764645801886427
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3189,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,13:07:00,"Monday,Tuesday,Wednesday,Thursday,Friday",58.0,Thursday,2026-04-30,13,3.35,53.31479633053943,-2.7086921919103224
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1766,SCMY:PC1033334:120:86,Liverpool ONE - South Parkway,outbound,09:13:00,"Monday,Tuesday,Wednesday,Thursday,Friday",43.0,Tuesday,2025-10-28,9,7.95,53.34290050209777,-2.9245744368495417
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2267,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,13:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Tuesday,2025-10-21,13,9.51,53.32463420609353,-2.8103798456144515
82-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_106_20260719-BODS_V1_1.xml,PC1033334:106,82,VJ1806,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,09:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Tuesday,2026-05-05,9,26.71,53.43415624415216,-2.7241608690827905
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ2961,SCMY:PC1033334:15:21,Northwood - Liverpool,inbound,07:57:00,Sunday,61.0,Sunday,2026-03-08,7,-1.89,53.424062590158925,-2.680811793456439
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2195,SCMY:PC1033334:12:17X,Liverpool - Kirby Ind Est,outbound,05:50:00,"Monday,Tuesday,Wednesday,Thursday,Friday",50.0,Tuesday,2026-07-14,5,4.54,53.38864779695579,-2.7300707120115755
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2597,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,21:23:00,Sunday,31.0,Sunday,2026-01-11,21,-1.66,53.457184270032,-2.8738120946205563
19-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_14_20260103-BODS_V1_1.xml,PC1033334:14,19,VJ1108,SCMY:PC1033334:14:19,Liverpool - Kirkby,outbound,16:24:00,"Monday,Tuesday,Wednesday,Thursday,Friday",60.0,Friday,2025-11-14,16,6.06,53.400890530988846,-2.9003696024081242
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1318,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,11:18:00,Saturday,102.0,Saturday,2026-01-17,11,0.43,53.444661046977984,-2.979382638765125
CHPR1-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_383_20260719-BODS_V1_1.xml,PC1033334:383,PR1,VJ1770,SCMY:PC1033334:383:PR1,Wrexham Road Circular,outbound,16:40:00,"Monday,Tuesday,Wednesday,Thursday,Friday",28.0,Friday,2025-12-26,16,1.57,53.45696267892221,-2.94812552207208
86C-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_120_20260103-BODS_V1_1.xml,PC1033334:120,86,VJ1853,SCMY:PC1033334:120:86,South Parkway - Liverpool ONE,inbound,16:48:00,"Monday,Tuesday,Wednesday,Thursday,Friday",45.0,Wednesday,2025-11-26,16,-0.05,53.44342784635594,-2.730548197236253
X2-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fina__SCMY_PC1033334_224_20260405-BODS_V1_1.xml,PC1033334:224,2,VJ685,SCMY:PC1033334:224:2,"Runcorn Halton Lea, Shopping City - South - Chester Bus Interchange",inbound,14:55:00,"Monday,Tuesday,Wednesday,Thursday,Friday",98.0,Tuesday,2025-10-28,14,9.31,53.36713328238133,-2.8375758789965615
17-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_12_20260103-BODS_V1_1.xml,PC1033334:12,17,VJ685,SCMY:PC1033334:12:17,Liverpool - Kirby Ind Est,inbound,09:48:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Monday,2025-11-03,9,20.96,53.4311250585648,-2.95210165615828
17-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_12_20260719-BODS_V1_1.xml,PC1033334:12,17,VJ2335,SCMY:PC1033334:12:17,Liverpool - Aintree Hosp,outbound,21:27:00,"Monday,Tuesday,Wednesday,Thursday,Friday",32.0,Friday,2026-05-01,21,0.34,53.349024899883084,-2.7278940374611063
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2733,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,16:58:00,"Monday,Tuesday,Wednesday,Thursday,Friday",45.0,Monday,2026-07-13,16,-0.02,53.462302827230175,-2.717253885804464
742-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_579_20251023-BODS_V1_1.xml,PC1033334:579,742,VJ3564,SCMY:PC1033334:579:742,Freckleton Road - Rectory Avenue,inbound,16:20:00,"Monday,Tuesday,Wednesday,Thursday,Friday",65.0,Friday,2026-06-26,16,14.09,53.324308422881046,-2.864635706645612
CHPR2-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_382_20260719-BODS_V1_1.xml,PC1033334:382,PR2,VJ866,SCMY:PC1033334:382:PR2,Boughton Heath PR - Chester,outbound,12:30:00,"Monday,Tuesday,Wednesday,Thursday,Friday",20.0,Monday,2026-04-13,12,1.95,53.41480205848793,-2.9467645912966027
793-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_477_20251023-BODS_V1_1.xml,PC1033334:477,793,VJ3561,SCMY:PC1033334:477:793,Toll Bar - Rainford High,inbound,15:30:00,"Monday,Tuesday,Wednesday,Thursday,Friday",27.0,Tuesday,2025-10-21,15,2.46,53.40715983504423,-2.743817056539049
20-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_15_20260719-BODS_V1_1.xml,PC1033334:15,20,VJ1029,SCMY:PC1033334:15:21,Queen Square Bus Station - Minstead Avenue,outbound,21:33:00,"Monday,Tuesday,Wednesday,Thursday,Friday",54.0,Wednesday,2025-11-05,21,2.16,53.316466710682704,-2.86430170964149
471-None--SCMY-RF-2026-03-29-Birkenhead_March_2026-Refresh2__SCMY_PC1033334_189_20260329-BODS_V1_1.xml,PC1033334:189,471,VJ657,SCMY:PC1033334:189:472,Liverpool - Heswall Bus Station,outbound,16:00:00,"Monday,Tuesday,Wednesday,Thursday,Friday",55.0,Tuesday,2026-06-09,16,8.89,53.428289892648586,-2.9770417942098093
19-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_14_20260719-BODS_V1_1.xml,PC1033334:14,19,VJ205,SCMY:PC1033334:14:19,Liverpool - Kirkby,inbound,20:09:00,"Monday,Tuesday,Wednesday,Thursday,Friday",43.0,Monday,2025-08-11,20,10.15,53.47595547367555,-2.7634992029710337
719-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_538_20251023-BODS_V1_1.xml,PC1033334:538,719,VJ3608,SCMY:PC1033334:538:719,Toll Bar - St Cuthberts Sch,outbound,07:53:00,"Monday,Tuesday,Wednesday,Thursday,Friday",20.0,Friday,2026-01-02,7,4.33,53.3769757731563,-2.7744861687339473
RF1-None--SCMY-CZ-2026-03-29-Chester_March_2026-Birkenhead_March___SCMY_PC1033334_196_20260329-BODS_V1_1.xml,PC1033334:196,X1,VJ352,SCMY:PC1033334:196:X1,Chester Bus Interchange - Liverpool,outbound,06:45:00,"Monday,Tuesday,Wednesday,Thursday,Friday",112.0,Monday,2025-12-29,6,10.96,53.423104047713,-2.749811278260306
6-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Final__SCMY_PC1033334_390_20260405-BODS_V1_1.xml,PC1033334:390,6,VJ1074,SCMY:PC1033334:390:6A,"Ellesmere Port Bus Interchange, Stand G - Ellesmere Port Bus Interchange, Stand E",outbound,08:25:00,"Monday,Tuesday,Wednesday,Thursday,Friday",38.0,Wednesday,2026-01-21,8,7.5,53.40878007086471,-2.716818329290502
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2665,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,11:08:00,"Monday,Tuesday,Wednesday,Thursday,Friday",37.0,Monday,2026-05-25,11,1.46,53.359392766477534,-2.858791186406005
CH9-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fin__SCMY_PC1033334_397_20260405-BODS_V1_1.xml,PC1033334:397,9,VJ1934,SCMY:PC1033334:397:9,"Pipers Ash, Crossley Crescent - Chester Bus Interchange",inbound,18:33:00,"Monday,Tuesday,Wednesday,Thursday,Friday",14.0,Monday,2025-12-15,18,5.37,53.37139294255497,-2.895957986775401
CH84-None--SCMY-CZ-2026-03-29-Chester_March_2026_(Start_Again)-Fi__SCMY_PC1033334_535_20260405-BODS_V1_1.xml,PC1033334:535,84,VJ1292,SCMY:PC1033334:535:84,"Crewe Bus Station, 5 - Chester Bus Interchange",inbound,19:35:00,"Monday,Tuesday,Wednesday,Thursday,Friday",72.0,Friday,2026-04-17,19,8.11,53.39932766183101,-2.7859169510269375
20-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_15_20260103-BODS_V1_1.xml,PC1033334:15,20,VJ3283,SCMY:PC1033334:15:20,Paradise St - Towerhill,outbound,19:50:00,"Monday,Tuesday,Wednesday,Thursday,Friday",54.0,Thursday,2025-08-21,19,4.68,53.3773978437181,-2.671136084271961
10A-None--SCMY-GM-2026-07-26-Gillmoss_July_2026_EV_ADDED_FINAL__SCMY_PC1033334_5_20260719-BODS_V1_1.xml,PC1033334:5,10A,VJ2883,SCMY:PC1033334:5:10A,Liverpool ONE Bus Station - Exchange Street,outbound,23:09:00,"Monday,Tuesday,Wednesday,Thursday,Friday",64.0,Monday,2026-01-19,23,-0.55,53.33033454429724,-2.8797253068992767
ME14-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_3_20260103-BODS_V1_1.xml,PC1033334:3,14,VJ169,SCMY:PC1033334:3:14,Liverpool - Croxteth,outbound,15:14:00,"Monday,Tuesday,Wednesday,Thursday,Friday",39.0,Friday,2025-09-12,15,13.59,53.386966888383355,-2.696222492099514
82-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_106_20260103-BODS_V1_1.xml,PC1033334:106,82,VJ2905,SCMY:PC1033334:106:82,Paradise St - Garston,outbound,17:55:00,Saturday,39.0,Saturday,2025-10-11,17,1.1,53.43637299094472,-2.765415067699641
31-None--SCMY-GM-2026-02-01-Gillmoss_April_19th_LIVE__SCMY_PC1033334_616_20260419-BODS_V1_1.xml,PC1033334:616,31,VJ136,SCMY:PC1033334:616:32,Maghull Station - Maghull Station,outbound,13:11:00,"Monday,Tuesday,Wednesday,Thursday,Friday",32.0,Friday,2026-04-10,13,5.81,53.350416161229866,-2.683445141699308
ME14-None--SCMY-GM-2025-08-31-Gillmoss_September_2025_LIVE_Van__SCMY_PC1033334_3_20260103-BODS_V1_1.xml,PC1033334:3,14,VJ220,SCMY:PC1033334:3:14,Liverpool - Croxteth,outbound,23:37:00,"Monday,Tuesday,Wednesday,Thursday,Friday",32.0,Wednesday,2025-11-05,23,27.58,53.449139941351284,-2.969987218107968
CH9-None--SCMY-CZ-2026-03-29-Chester_July_2026_(SchOut)__SCMY_PC1033334_397_20260719-BODS_V1_1.xml,PC1033334:397,9,VJ617,SCMY:PC1033334:397:9,"Pipers Ash, Crossley Crescent - Chester Bus Interchange",inbound,13:39:00,"Monday,Tuesday,Wednesday,Thursday,Friday",11.0,Friday,2026-05-08,13,13.28,53.346772129936895,-2.7043207135518164
